input_body_mean,input_body_sd,true_vac_rad,sliced_vac_rad,true_bodies,sliced_bodies
16,4,916.9735084949286,847.6170668310305,11,0
16,4,1140.331164944639,1138.6576875308192,18,1
16,4,1265.0871442922721,1221.535300296229,21,4
16,4,858.7250930982347,853.2233077534182,24,5
16,4,877.0182280968734,877.0182280968734,24,7
16,4,1160.506454688809,402.75662081823026,18,0
16,4,1383.8356966875574,1139.8352521330696,15,0
16,4,714.4622556105603,605.0621508389212,16,6
16,4,1388.5506376121268,1388.207318560525,16,0
16,4,1350.0800639147888,1195.370855988088,13,7
16,4,839.4219470209806,443.7607254498962,16,0
16,4,1104.5295681083403,1075.9022132932614,14,4
16,4,1033.052659079074,986.8363885482476,20,1
16,4,1041.6910650600496,557.2255849396149,22,3
16,4,1547.7851160973935,1524.2019842600919,21,0
16,4,1319.4384035999353,1265.8241065047587,11,0
16,4,1098.62120764374,744.0885761963061,18,2
16,4,1051.5856394138975,829.4987211086622,16,7
16,4,1068.8196031320376,861.6329723516761,13,3
16,4,776.8020369992888,752.223281609039,14,4
16,4,1484.4285717959353,962.7744844199758,15,0
16,4,1261.6602737365363,1250.344600501141,11,0
16,4,1053.5208175729697,1051.0470085897352,20,9
16,4,1062.0641655488005,730.7548051157877,10,3
16,4,1115.5443153050942,894.2248942569449,21,6
16,4,1230.149237459945,1202.16402910534,20,5
16,4,819.0008715045194,672.2404274043438,17,1
16,4,970.7159665295575,963.8417664646618,15,4
16,4,1321.9260971683325,871.1930397722815,14,5
16,4,1343.398903619549,1282.8951469985093,17,0
16,4,1141.2065607436932,1141.2065607436932,14,1
16,4,775.5640345026387,380.1694267620407,7,3
16,4,1059.2252636895457,526.6556946001868,18,0
16,4,895.7479867221746,391.6207817715367,17,0
16,4,906.8271657578891,887.6717909901038,21,12
16,4,986.7633537239121,554.4830023488295,22,5
16,4,1128.1256716810876,829.3142896740252,12,9
16,4,866.5948990119686,683.738187440473,20,0
16,4,1761.2268830792361,1623.5907779972877,17,0
16,4,1349.5258606017114,1175.2970550672721,18,9
16,4,1865.7180126686603,1620.1920624900658,15,0
16,4,1203.065171772345,1157.5283362094563,10,1
16,4,972.7580160343097,923.3128435034386,11,5
16,4,974.1018143086691,971.011628553467,21,11
16,4,1150.6803801704086,1140.1260607296106,13,0
16,4,1140.9022942508668,1140.3369765211837,20,3
16,4,992.321785986364,961.8392293041385,25,11
16,4,1095.3635667441947,1029.7096159376104,17,8
