input_body_mean,input_body_sd,true_vac_rad,sliced_vac_rad,true_bodies,sliced_bodies,cl
22,4,1177.8259754535734,544.8415281289944,19.0,0.0,t2
22,4,936.6062416857724,369.1853559983101,20.0,1.0,t2
22,4,906.371843622896,479.8415387091455,21.0,0.0,t2
22,4,912.5697199587427,828.9056204054622,23.0,4.0,t2
22,4,1437.865330383973,950.540749119826,24.0,0.0,t2
22,4,1049.6345517369034,742.3091326942197,23.0,0.0,t2
22,4,977.9944326497823,924.3779926477487,18.0,0.0,t2
22,4,1267.673609895739,1060.2533219449354,21.0,0.0,t2
22,4,1726.1307416874038,1133.0073004748124,26.0,0.0,t2
22,4,1520.449620203302,1520.4470903123745,26.0,0.0,t2
22,4,1092.8605867261108,1092.8605867261108,23.0,5.0,t2
22,4,864.4861934715062,785.3011581067647,19.0,6.0,t2
22,4,948.7115499866752,550.0222021319327,20.0,0.0,t2
22,4,908.8924334809436,769.301621395603,26.0,3.0,t2
22,4,828.813941689648,319.54906558439905,21.0,1.0,t2
22,4,1243.716256340367,840.1260273116827,28.0,0.0,t2
22,4,760.8406578485126,760.82954692838,17.0,6.0,t2
22,4,1291.8593323586827,1291.7794916214275,18.0,4.0,t2
22,4,1573.0908470880934,1535.8618040884046,24.0,7.0,t2
22,4,1142.0925965202134,1099.9217600738982,21.0,9.0,t2
22,4,1248.1613010610165,1046.7086953204607,25.0,5.0,t2
22,4,1221.3886351161216,1133.7561222125664,19.0,0.0,t2
22,4,1024.507663830822,1019.2899282044949,29.0,16.0,t2
22,4,893.9956837310029,762.7986157116297,25.0,4.0,t2
22,4,993.7188956969127,812.8371206911712,17.0,1.0,t2
22,4,1103.3072113856815,1103.3072113856815,22.0,6.0,t2
22,4,1150.88984304785,1066.6454718499053,26.0,6.0,t2
22,4,1253.5180773107252,796.2527945335656,21.0,0.0,t2
22,4,956.173978702193,951.8695935700592,21.0,9.0,t2
22,4,1005.2404562936532,626.5822391037917,23.0,2.0,t2
22,4,1736.7752821930842,327.23018720023725,26.0,0.0,t2
22,4,1017.9196879655426,779.6253870556816,21.0,1.0,t2
22,4,1126.6813558978156,809.2679666069981,20.0,4.0,t2
22,4,1633.2430455158774,768.6792266259877,22.0,0.0,t2
22,4,1728.3309248785906,1714.2991656738834,26.0,7.0,t2
22,4,983.3255915000302,771.2121956269458,28.0,2.0,t2
22,4,1563.7768459917165,1264.5541631634835,27.0,0.0,t2
22,4,1589.005701952418,1250.5518810739509,21.0,1.0,t2
22,4,939.9401134652884,371.748095528693,18.0,0.0,t2
22,4,1123.3912830553834,1024.5128500092123,18.0,0.0,t2
22,4,1357.9073424912974,1318.3444250332047,14.0,0.0,t2
22,4,1291.0218213447693,535.7763322980595,26.0,2.0,t2
22,4,874.8179235728792,687.2737668089408,21.0,0.0,t2
22,4,1275.9074681803618,1275.9074681803618,19.0,11.0,t2
22,4,914.5520066529683,807.7282241804223,23.0,10.0,t2
22,4,1155.7766824953994,1059.8453147474488,21.0,9.0,t2
22,4,818.8353982798346,813.6994819740088,18.0,4.0,t2
22,4,1525.8153022469173,1115.1734976175874,26.0,0.0,t2
22,4,1125.3259815952265,657.673937069866,26.0,2.0,t2
22,4,1208.6519263317355,1024.5326769520211,27.0,13.0,t2
22,4,1045.7150860030144,1007.3337898714847,28.0,6.0,t2
22,4,1345.4468048748454,1184.1576782753982,28.0,0.0,t2
22,4,1039.4823879259034,1036.8600761905952,24.0,10.0,t2
22,4,2069.5421421015662,1174.1248859987786,27.0,17.0,t2
22,4,1209.453256351632,1191.8067905693,18.0,0.0,t2
22,4,1352.6378216358085,559.744805904328,17.0,0.0,t2
22,4,1228.5195920191825,1001.5630146393199,20.0,0.0,t2
22,4,1382.2552041886534,1381.2389163073412,25.0,1.0,t2
22,4,1186.269863569913,1080.7108385875292,23.0,5.0,t2
22,4,1241.6209415046635,1196.511644503151,12.0,1.0,t2
22,4,1183.419058466037,1176.1614511684245,29.0,7.0,t2
22,4,1274.3050708876053,1160.2410348623678,20.0,0.0,t2
22,4,1046.6551099600622,566.0258358009082,22.0,1.0,t2
22,4,1934.7524076326101,1850.06538054466,19.0,7.0,t2
22,4,1048.8795330973385,947.934782700862,21.0,9.0,t2
22,4,837.8613230332878,837.7619787585452,22.0,10.0,t2
22,4,970.5683311478778,897.1878049301132,20.0,1.0,t2
22,4,924.1017457409422,450.0317299883162,22.0,3.0,t2
22,4,1505.7797665925116,894.8562430351967,22.0,3.0,t2
22,4,1602.2145974552766,1575.507275629189,24.0,0.0,t2
22,4,870.9514910187262,865.7303210050238,18.0,9.0,t2
22,4,708.3838667837724,337.09673756688613,10.0,1.0,t2
22,4,995.7778060080766,995.7778060080766,19.0,7.0,t2
22,4,927.4824113911251,898.9903167770357,28.0,12.0,t2
22,4,1491.329237699242,1255.6848650388265,26.0,15.0,t2
22,4,888.6683064304448,856.0595311922525,22.0,5.0,t2
22,4,942.8271679966181,920.5131035210243,27.0,7.0,t2
22,4,1646.9321291248623,1222.6102552021025,26.0,0.0,t2
22,4,1031.8236666778073,889.3098333116411,21.0,12.0,t2
22,4,922.6896330838246,906.5037059849183,24.0,11.0,t2
22,4,1373.6449640807134,1346.8828344422968,23.0,2.0,t2
22,4,868.6014932745262,350.67409594988237,18.0,2.0,t2
22,4,1107.8109530528186,676.0840140393756,14.0,0.0,t2
22,4,1123.6429548125313,1030.107427829074,23.0,4.0,t2
22,4,1002.8842234276286,795.548424183075,17.0,2.0,t2
22,4,1201.5866210349946,807.9685511311773,23.0,0.0,t2
22,4,1219.5908178779607,1019.1424258012514,21.0,5.0,t2
22,4,1123.4340716971803,1107.4754671205458,17.0,0.0,t2
22,4,1424.712639051998,945.2212646493809,18.0,0.0,t2
22,4,1801.815041395847,1515.6723676975732,18.0,0.0,t2
22,4,1081.7855990925916,1075.3265060759056,26.0,6.0,t2
22,4,848.6834842820704,847.5956602107384,21.0,4.0,t2
22,4,1168.2692073444591,691.6758642431046,21.0,6.0,t2
22,4,1058.0836556923548,750.7371063746762,24.0,0.0,t2
22,4,1102.8688043508184,711.8004832758752,24.0,3.0,t2
22,4,1343.227733607705,663.1987160421181,24.0,0.0,t2
22,4,1021.5039871933627,746.1473757217097,21.0,0.0,t2
22,4,1416.1590967281545,1036.5775654226118,25.0,17.0,t2
22,4,972.45976503005,870.5953306167775,23.0,5.0,t2
22,4,1016.4357322685936,854.8459060194317,15.0,8.0,t2
22,4,967.1519792311444,888.6997789591799,18.0,9.0,t2
22,4,1199.1796129888005,1071.6074477277755,20.0,9.0,t2
22,4,868.2659631347876,509.2573436875947,30.0,1.0,t2
22,4,1492.2429957505606,1438.0420949899542,25.0,11.0,t2
22,4,855.2952554204448,849.2749721411757,13.0,6.0,t2
22,4,688.2730639708515,655.4672746688133,22.0,5.0,t2
22,4,1570.9309360893149,1451.9484395430427,26.0,2.0,t2
22,4,1309.3835958951786,1285.8582958739155,23.0,6.0,t2
22,4,1043.1247808166588,1016.2546352952867,23.0,1.0,t2
22,4,964.9361479667077,945.2734759834856,22.0,3.0,t2
22,4,1284.940133398622,1229.228012895158,28.0,2.0,t2
22,4,974.9661853830528,688.7079647182771,21.0,1.0,t2
22,4,1252.2601217139936,597.6989762883948,22.0,5.0,t2
22,4,846.5309608274158,831.1622180055592,25.0,9.0,t2
22,4,906.7664813291304,379.2875247386975,13.0,0.0,t2
22,4,1543.7619870695166,996.972999959225,22.0,0.0,t2
22,4,1040.4553134516786,963.5503017245712,21.0,12.0,t2
22,4,1095.6968201649547,1095.0500594363898,26.0,5.0,t2
22,4,1054.3346034118038,1054.3346034118038,22.0,2.0,t2
22,4,1981.4761028846735,1874.172216215936,24.0,0.0,t2
22,4,1725.023081574054,1579.1421863550092,18.0,0.0,t2
22,4,1150.7533287583522,978.709672962616,22.0,0.0,t2
22,4,1398.3056414070966,1088.9564291431996,27.0,0.0,t2
22,4,979.8006406022276,954.3411294379524,26.0,8.0,t2
22,4,758.332732997392,656.5822764538201,22.0,8.0,t2
22,4,783.9432898716824,685.9593835039194,21.0,3.0,t2
22,4,1326.8217917247412,1227.8676031972334,29.0,4.0,t2
22,4,1109.9625309835526,470.12832979977264,21.0,4.0,t2
22,4,1359.984815896753,1320.3719074900716,21.0,1.0,t2
22,4,1317.0953243769588,1087.5312218581191,18.0,8.0,t2
22,4,1333.2188181804738,1333.1852115618835,25.0,1.0,t2
22,4,1229.0692311534167,1210.6959087847772,27.0,0.0,t2
22,4,1227.2774789898115,1225.3576955256094,21.0,8.0,t2
22,4,1573.4064303946673,1572.2045710586829,25.0,2.0,t2
22,4,1128.9553424849478,1124.7963131334557,26.0,10.0,t2
22,4,1072.0211742619244,872.1326780601456,18.0,0.0,t2
22,4,1228.6271731149845,1225.3989748486033,16.0,6.0,t2
22,4,1180.6030789426275,1180.3387893994845,24.0,9.0,t2
22,4,1286.787446901593,1216.716217992583,27.0,11.0,t2
22,4,873.2052226525087,522.3494278065856,23.0,3.0,t2
22,4,1055.9761712758095,963.3822915539032,17.0,10.0,t2
22,4,973.173439282357,883.7565866575862,26.0,13.0,t2
22,4,1047.8845523886948,552.3298909499096,21.0,0.0,t2
22,4,1414.7292856564075,1311.5696588276685,16.0,0.0,t2
22,4,837.3400557466321,812.770935419124,26.0,8.0,t2
22,4,922.7131698372356,917.4605304003984,27.0,9.0,t2
22,4,953.8568403989856,925.2235541829808,23.0,1.0,t2
22,4,1466.2269319466907,1178.0688318295909,27.0,0.0,t2
22,4,1065.9682473861324,1065.9682473861324,20.0,3.0,t2
22,4,1869.7743512090915,894.711327721718,22.0,0.0,t2
22,4,748.9201912847427,469.33407496072266,24.0,2.0,t2
22,4,1595.108898804357,908.9532544468616,25.0,0.0,t2
22,4,1359.7962788242055,1337.1366245467073,25.0,0.0,t2
22,4,837.4958340999599,621.0677939194792,22.0,2.0,t2
22,4,1323.0679604601046,1317.830919038539,20.0,7.0,t2
22,4,1036.627626682298,949.5835684897625,22.0,2.0,t2
22,4,916.2278314618947,906.75368961388,20.0,8.0,t2
22,4,1508.2410115675366,1210.6956897117118,26.0,14.0,t2
22,4,1180.3905415278955,470.1461999119586,22.0,0.0,t2
22,4,995.899590298098,855.3302432751378,28.0,11.0,t2
22,4,852.9290070215102,848.9977863619171,16.0,5.0,t2
22,4,1387.380312483665,509.63167652515733,29.0,0.0,t2
22,4,1182.2861961124006,1077.8610917398676,22.0,0.0,t2
22,4,1296.0198866902874,1208.7384934452236,26.0,6.0,t2
22,4,1124.5648690361504,649.4524651183093,21.0,0.0,t2
22,4,1573.659721474303,1522.5459315428614,27.0,6.0,t2
22,4,995.8867469902049,952.1941267819935,30.0,7.0,t2
22,4,1046.8187206749535,953.5652012633587,21.0,1.0,t2
22,4,969.8352168296693,908.1835710525476,22.0,11.0,t2
22,4,1029.330589782684,658.6021992752433,16.0,1.0,t2
22,4,845.1290816415031,844.571616107371,18.0,9.0,t2
22,4,1140.8246034755753,872.6735433999742,23.0,7.0,t2
22,4,1039.275218460318,839.0117230099924,20.0,7.0,t2
22,4,864.9014750465341,863.0897467659971,29.0,11.0,t2
22,4,974.8838265285832,513.9337872835599,21.0,4.0,t2
22,4,821.3810772105453,553.9449058261241,21.0,3.0,t2
22,4,763.064194978468,751.1324628713066,26.0,6.0,t2
22,4,954.2967155227527,647.9778964618596,25.0,0.0,t2
22,4,1124.6019338611516,1102.3076027388668,17.0,0.0,t2
22,4,1843.7808396869366,1412.890316294133,13.0,0.0,t2
22,4,1233.461059624145,1218.755961705436,26.0,7.0,t2
22,4,1300.3674974886592,1280.6431806003225,18.0,0.0,t2
22,4,1296.619530984105,843.6106739288637,23.0,7.0,t2
22,4,1135.3529172871456,1025.4759272253327,16.0,0.0,t2
22,4,1265.7888848749749,1207.484386798854,17.0,0.0,t2
22,4,1373.4916454373215,1073.3574003855733,21.0,10.0,t2
22,4,780.8932469700367,759.7097592898149,22.0,9.0,t2
22,4,872.8689443686956,321.80762569761373,25.0,0.0,t2
22,4,1284.1194265694255,1283.2658060403674,10.0,0.0,t2
22,4,1011.0051414461624,875.7560211989882,17.0,11.0,t2
22,4,1175.2725207784008,848.6883053044038,22.0,10.0,t2
22,4,1357.1378626133308,1105.8675606084532,21.0,6.0,t2
22,4,1247.9045062538635,1205.0808487998286,29.0,1.0,t2
22,4,1079.7539497654284,1077.3072001783225,22.0,1.0,t2
22,4,1271.623927357464,1271.623927357464,21.0,5.0,t2
22,4,1529.161261508936,1486.4937225879335,19.0,11.0,t2
22,4,1994.554997977224,1154.9687838011364,25.0,0.0,t2
22,4,1324.0587293903066,1271.5492607599665,19.0,3.0,t2
22,4,1195.2579994635496,1195.2579994635496,19.0,10.0,t2
22,4,1345.4389785519334,1345.4389785519334,14.0,6.0,t2
22,4,1054.0170662309167,1017.1635889669548,24.0,0.0,t2
22,4,971.9701703271229,971.9701703271229,21.0,7.0,t2
22,4,1109.6496348769729,905.6234583451518,22.0,1.0,t2
22,4,1074.627920140411,1017.476914066533,23.0,6.0,t2
22,4,1067.712620822429,1050.0012069285906,19.0,5.0,t2
22,4,1403.5423303022849,1384.54568483889,13.0,0.0,t2
22,4,670.5103324027939,618.9189966368036,20.0,7.0,t2
22,4,809.8964559497934,787.2996151185187,23.0,8.0,t2
22,4,1129.663668446589,886.0254879076331,24.0,0.0,t2
22,4,1083.8696622306911,835.9008456285737,17.0,0.0,t2
22,4,1746.4027142023485,1502.4513467342324,26.0,8.0,t2
22,4,960.6314409526292,770.7864483080158,23.0,1.0,t2
22,4,1200.8918956061068,1200.8882019297253,26.0,7.0,t2
22,4,1367.2881090067674,882.1371406648572,21.0,2.0,t2
22,4,802.8454606126527,703.6868197417018,20.0,4.0,t2
22,4,1474.3213501864698,1360.3786923980529,19.0,6.0,t2
22,4,994.3555554389792,898.1306108842242,20.0,7.0,t2
22,4,1028.451612509434,399.95576947414565,23.0,0.0,t2
22,4,1736.2161142964237,1694.1501104547488,15.0,7.0,t2
22,4,957.3692117631753,859.8633705786307,17.0,8.0,t2
22,4,1080.4441875517075,1037.7262128146654,24.0,9.0,t2
22,4,879.8529663398162,877.4041083908493,22.0,4.0,t2
22,4,918.6163208989084,891.7335707365611,25.0,14.0,t2
22,4,1666.3081741300766,1457.2730092122752,24.0,1.0,t2
22,4,1549.793455967376,777.24228640227,14.0,0.0,t2
22,4,1313.502582414974,1311.7570364242274,25.0,8.0,t2
22,4,913.5867973104172,492.70836671685424,25.0,1.0,t2
22,4,1095.6218657319305,1094.5160636257763,22.0,6.0,t2
22,4,985.6138944654593,921.8859090804076,21.0,12.0,t2
22,4,1240.4451341434735,1135.854920754289,27.0,11.0,t2
22,4,1186.3651396291314,794.0888206578878,23.0,10.0,t2
22,4,1666.7762393955106,1666.77602032633,19.0,7.0,t2
22,4,1399.721917768477,1399.721917768477,26.0,1.0,t2
22,4,1111.7045113831643,828.4661471170134,19.0,10.0,t2
22,4,1356.7755930544604,1043.5810682275903,25.0,10.0,t2
22,4,956.2319660490396,938.4750458781295,17.0,4.0,t2
22,4,1087.6167505435258,1084.2685353459908,22.0,6.0,t2
22,4,1175.8336024835467,1153.4527432147102,21.0,7.0,t2
22,4,1338.678901913962,1228.3387073192173,24.0,0.0,t2
22,4,1159.486097730017,894.7463124499408,26.0,0.0,t2
22,4,1880.047529058417,1878.3824935357486,23.0,0.0,t2
22,4,1318.0893358604021,1316.7959224504511,16.0,1.0,t2
22,4,1612.012557923275,1610.4191975887193,25.0,0.0,t2
22,4,794.5394699388619,529.8122859904963,22.0,2.0,t2
22,4,1023.7972377711494,914.6241122805098,22.0,3.0,t2
22,4,952.197995881818,811.9999676468827,15.0,0.0,t2
22,4,1044.8844634847608,738.8641560338872,22.0,10.0,t2
22,4,1083.0447460118635,857.6506817385457,22.0,0.0,t2
22,4,864.1745528268589,853.1069674850489,18.0,6.0,t2
22,4,1304.9685206709273,1298.787858042244,16.0,3.0,t2
22,4,1043.742951309238,946.8196386167513,28.0,0.0,t2
22,4,731.9654825011792,506.23429429998566,19.0,1.0,t2
22,4,1077.1732617322446,665.8249175879803,15.0,1.0,t2
22,4,1370.0087448352126,1338.9125148524702,19.0,1.0,t2
22,4,887.5065204030984,876.6938833418941,19.0,4.0,t2
22,4,1255.7611228541978,1009.2408933655164,17.0,1.0,t2
22,4,787.3701538681962,787.1774620800038,8.0,6.0,t2
22,4,1458.2975855070945,1281.2275108813535,21.0,6.0,t2
22,4,970.608751036396,525.8247027271688,29.0,1.0,t2
22,4,1358.2710099985325,1232.5026659910584,27.0,4.0,t2
22,4,1389.3501024913876,403.24624356486953,23.0,4.0,t2
22,4,1264.539851252818,1264.539851252818,21.0,1.0,t2
22,4,1135.419836275421,1096.2859972433782,17.0,5.0,t2
22,4,978.9281517492295,885.7188541292336,20.0,8.0,t2
22,4,1592.8331536465946,1376.9349064559622,19.0,0.0,t2
22,4,940.3117463314816,903.7121824977182,24.0,7.0,t2
22,4,1051.575555591892,301.58321835201303,27.0,1.0,t2
22,4,993.327959484022,582.8285685915537,22.0,0.0,t2
22,4,877.2715356914093,695.1813120219558,23.0,0.0,t2
22,4,1013.671510745282,959.7088153905304,23.0,9.0,t2
22,4,868.6555659110268,761.2275010529806,24.0,11.0,t2
22,4,1143.7290926376147,502.2794990635627,18.0,0.0,t2
22,4,1160.2195783013553,389.7609901263148,21.0,2.0,t2
22,4,1806.8598095256202,1642.5615239636231,22.0,7.0,t2
22,4,1280.4953502449005,904.3128482967816,21.0,1.0,t2
22,4,969.6255380561706,963.1680246565593,26.0,8.0,t2
22,4,1021.5092485474761,1020.6537968176867,21.0,6.0,t2
22,4,1095.485507085071,1088.6581656375583,24.0,1.0,t2
22,4,1404.2950587373755,762.7802334888913,23.0,0.0,t2
22,4,1247.7971395403013,1177.2575705242764,28.0,10.0,t2
22,4,1244.4319504976195,1243.920907373581,22.0,6.0,t2
22,4,865.2121813057997,798.2486253228752,24.0,3.0,t2
22,4,934.107368801592,934.0998475010747,23.0,9.0,t2
22,4,1239.3127324160469,889.8811894457073,20.0,3.0,t2
22,4,1236.5561968105321,641.3253308383506,24.0,0.0,t2
22,4,1190.0778859279287,1166.98996568769,25.0,4.0,t2
22,4,1270.6348622206713,1118.1080757712743,23.0,0.0,t2
22,4,1081.3101204070115,932.7417301313973,19.0,5.0,t2
22,4,1244.4165568365247,859.4747176772679,27.0,0.0,t2
22,4,2032.981146827212,1033.76402294898,15.0,0.0,t2
22,4,1286.7582341209593,1200.4611742057464,19.0,5.0,t2
22,4,1118.993434130635,1096.7947792311834,15.0,2.0,t2
22,4,1414.841258150701,512.2497631650239,22.0,2.0,t2
22,4,1625.1130065599045,1605.263677564978,20.0,3.0,t2
22,4,1445.1684846495166,302.91369164315046,17.0,0.0,t2
22,4,1045.120352814938,885.7182511524608,20.0,10.0,t2
22,4,1231.5831758035965,1146.7754935730218,22.0,10.0,t2
22,4,897.9927240689267,897.9568132374898,23.0,6.0,t2
22,4,1150.7761433992405,1146.2623929084336,18.0,5.0,t2
22,4,879.3067989631588,414.8329048804677,17.0,0.0,t2
22,4,1143.1044429109318,1138.21622068941,19.0,3.0,t2
22,4,1701.1043206132308,761.0355789693008,22.0,0.0,t2
22,4,1049.846364411747,895.8840423009023,23.0,4.0,t2
22,4,1310.23757466344,1310.1219215844874,27.0,2.0,t2
22,4,1121.2133710647968,828.4166173255464,26.0,7.0,t2
22,4,832.6023576528677,735.3757327018862,27.0,13.0,t2
22,4,1185.6604870680678,543.9644149938248,27.0,4.0,t2
22,4,1556.7631142501066,987.5113758528684,23.0,0.0,t2
22,4,1097.794502886588,1064.495993921882,21.0,2.0,t2
22,4,984.8161214207734,770.9707635948372,22.0,0.0,t2
22,4,1775.5091697283638,536.2363758700088,13.0,0.0,t2
22,4,1102.453380750675,1095.9345540421111,28.0,4.0,t2
22,4,1098.6905306145488,1094.0794254365326,22.0,8.0,t2
22,4,1608.089586326949,1470.9572349859861,23.0,0.0,t2
22,4,1411.1024638563538,1411.1024638563538,23.0,5.0,t2
22,4,925.9766277694797,673.3827973405339,22.0,1.0,t2
22,4,1158.9475795217522,1092.6552458905408,27.0,8.0,t2
22,4,907.0822825977536,395.3316894379997,20.0,0.0,t2
22,4,772.901631718628,617.8094031190345,25.0,2.0,t2
22,4,945.7232046135896,432.75001603181823,19.0,0.0,t2
22,4,802.6422248953706,779.4298517084027,19.0,3.0,t2
22,4,954.1386537469432,720.6152067806465,20.0,1.0,t2
22,4,1548.8902804840404,1504.6854545143613,22.0,0.0,t2
22,4,937.3725384735943,937.3725384735943,23.0,3.0,t2
22,4,788.4113286334211,788.023861814242,15.0,7.0,t2
22,4,888.26878564578,850.434519739837,29.0,7.0,t2
22,4,1151.2628087671105,1122.0265358979154,20.0,4.0,t2
22,4,1054.320084583835,425.4640602629168,19.0,1.0,t2
22,4,988.4091423523164,680.9995389895194,25.0,0.0,t2
22,4,1496.6088634319826,936.5803607660092,22.0,10.0,t2
22,4,977.6447296731047,905.6738569472708,29.0,6.0,t2
22,4,1015.6824653371796,900.6282347653232,25.0,15.0,t2
22,4,1809.680751861073,1536.0764096853045,21.0,11.0,t2
22,4,1084.3168576762653,1080.7536061107364,17.0,7.0,t2
22,4,1458.1467686225296,1453.462921275463,26.0,1.0,t2
22,4,1019.4563550714313,954.5634780559467,27.0,11.0,t2
22,4,1185.4903915299287,1182.3970416426746,21.0,6.0,t2
22,4,1506.8917475534624,1335.5486233702454,20.0,13.0,t2
22,4,1482.4014360838287,1421.864394440541,23.0,8.0,t2
22,4,987.0775611668925,592.4130615263402,23.0,1.0,t2
22,4,812.0335190984267,651.0606517122386,23.0,4.0,t2
22,4,1116.5960216903031,670.3919473329099,19.0,1.0,t2
22,4,1191.1213259409699,1085.409352601136,17.0,6.0,t2
22,4,894.8523043422857,446.989053115639,20.0,0.0,t2
22,4,1076.5102651178977,781.5622272059993,18.0,0.0,t2
22,4,934.3023698404953,934.1544393607538,22.0,4.0,t2
22,4,1208.0650438715174,994.8418416036586,18.0,5.0,t2
22,4,763.7649469604199,692.9399902383399,18.0,6.0,t2
22,4,1111.4446922730483,862.3694860474762,20.0,0.0,t2
22,4,935.1156405625363,935.1156405625363,13.0,3.0,t2
22,4,1033.4874083332074,1032.7613990461377,31.0,8.0,t2
22,4,1337.7614924865939,1324.6903947072526,21.0,2.0,t2
22,4,824.1800816817406,782.3309897640901,20.0,2.0,t2
22,4,863.7664651305616,565.7204951658895,20.0,3.0,t2
22,4,873.3467744378729,873.332512856846,26.0,12.0,t2
22,4,1199.6649033914796,1172.2365171876015,24.0,12.0,t2
22,4,1354.4845806970716,1000.4690346735226,17.0,8.0,t2
22,4,1441.205153953368,1380.2255241561288,19.0,0.0,t2
22,4,879.0333132931302,751.3907529471295,27.0,0.0,t2
22,4,1081.1041968391826,974.0120430069437,20.0,5.0,t2
22,4,1106.6947968694958,998.7041545216347,26.0,0.0,t2
22,4,1675.929984204688,1402.0187438565347,18.0,0.0,t2
22,4,1019.1419359039344,389.94378709021765,22.0,3.0,t2
22,4,1238.7243243908556,1209.4807105334394,19.0,0.0,t2
22,4,1533.1166040274145,1463.7558058686081,16.0,0.0,t2
22,4,1282.2622098178235,1247.7081398572752,25.0,0.0,t2
22,4,1004.0379706347408,973.6517870455499,22.0,13.0,t2
22,4,1305.3640759307807,1279.16737413871,11.0,0.0,t2
22,4,968.0744353603308,946.0784906169388,19.0,8.0,t2
22,4,1316.2097430740905,1099.5473714099855,30.0,0.0,t2
22,4,1272.5647443249009,1058.9680750344203,25.0,9.0,t2
22,4,750.0163119479407,587.061521852168,22.0,0.0,t2
22,4,849.3150155315651,818.5916606053559,21.0,4.0,t2
22,4,927.3187622357916,920.7779422388544,24.0,10.0,t2
22,4,1009.3759593524754,561.8240073456249,19.0,0.0,t2
22,4,976.7680846781574,968.6419463367212,20.0,0.0,t2
22,4,1021.72912164582,598.3625276195332,24.0,0.0,t2
22,4,1430.0348767273929,611.1657073108391,21.0,0.0,t2
22,4,1062.9758064323812,479.80141784628097,25.0,1.0,t2
22,4,1045.266631191566,563.6825533987958,23.0,0.0,t2
22,4,1204.6956793698366,511.0821520877761,25.0,0.0,t2
22,4,862.5821443476358,750.9673696269685,24.0,7.0,t2
22,4,1295.3903188259862,1295.3903188259862,21.0,0.0,t2
22,4,848.7919238850677,837.9052459930642,25.0,14.0,t2
22,4,816.8485664795987,457.871949995302,21.0,1.0,t2
22,4,1557.9272811298904,1472.4459024178852,22.0,3.0,t2
22,4,1437.297064875417,941.2375261273254,25.0,0.0,t2
22,4,1176.0112184301415,697.4369849689853,27.0,4.0,t2
22,4,864.3453832456181,553.6553636565835,26.0,4.0,t2
22,4,756.0362628661404,625.5849443304592,25.0,5.0,t2
22,4,971.161779937025,853.4252208735231,22.0,0.0,t2
22,4,1206.9496901142536,1201.7426181470887,31.0,6.0,t2
22,4,853.6725748212892,766.4893814387427,23.0,2.0,t2
22,4,1119.3771927885084,908.8235111604582,30.0,3.0,t2
22,4,1386.1784140284622,1385.638246453464,22.0,10.0,t2
22,4,841.7983704344612,648.6687729467511,18.0,4.0,t2
22,4,1197.289110385702,1021.8105321963724,21.0,8.0,t2
22,4,1503.0468665319593,1157.9888809195222,24.0,15.0,t2
22,4,1014.919087989324,558.170354051211,20.0,5.0,t2
22,4,974.4199493660134,945.225872739558,26.0,9.0,t2
22,4,1394.1928375627758,1391.2825681274353,20.0,1.0,t2
22,4,850.6647885275685,811.9882491113617,20.0,6.0,t2
22,4,1088.5187826425174,1087.2910286214988,18.0,7.0,t2
22,4,921.7568510427452,851.5806552242415,37.0,14.0,t2
22,4,1575.3367899914042,1340.2596195032293,22.0,0.0,t2
22,4,1075.0249685240517,1070.008492206667,23.0,7.0,t2
22,4,1251.002533299765,597.5586853787325,23.0,0.0,t2
22,4,1343.7039326096353,790.8468867291266,24.0,0.0,t2
22,4,1080.6148176405868,1069.545075980258,8.0,3.0,t2
22,4,1264.908372815316,1215.7664807369506,19.0,2.0,t2
22,4,1078.7385584542549,581.031002924578,18.0,0.0,t2
22,4,1267.5455772089713,1056.1125986809834,18.0,13.0,t2
22,4,1215.8970573276226,1201.1378702691752,23.0,0.0,t2
22,4,1506.6775520575998,971.2940112782436,24.0,0.0,t2
22,4,1164.505422081352,1108.4423415059273,25.0,5.0,t2
22,4,1144.3212395625912,1081.480187319889,19.0,4.0,t2
22,4,1103.2290668975334,1103.2290668975334,27.0,14.0,t2
22,4,1714.3981904049685,1176.4687403264086,23.0,10.0,t2
22,4,1148.131059186475,886.4029512698868,12.0,0.0,t2
22,4,1199.3912410666476,1185.2193705924526,23.0,7.0,t2
22,4,1027.4943896934058,969.7992107227608,31.0,14.0,t2
22,4,1544.4897354910804,1111.5289654622122,20.0,0.0,t2
22,4,1031.5360679061923,925.9793996813092,25.0,11.0,t2
22,4,1489.9708805797773,1445.9607551152749,24.0,9.0,t2
22,4,1649.7618235977914,1584.8240146663395,21.0,3.0,t2
22,4,1727.4762217584528,1187.1482067617821,23.0,7.0,t2
22,4,985.9021739773108,985.9021739773108,26.0,7.0,t2
22,4,1227.348781691429,1090.0325470039434,26.0,12.0,t2
22,4,988.9613620333087,752.6921636925625,17.0,3.0,t2
22,4,928.087488458764,899.5721660146362,15.0,9.0,t2
22,4,893.6923723972931,457.1573563920686,20.0,1.0,t2
22,4,1303.8197837377102,1291.3375442667739,19.0,8.0,t2
22,4,860.848767640442,807.7723348577482,32.0,11.0,t2
22,4,1390.1150103340976,1310.8780456108534,20.0,6.0,t2
22,4,796.6482901484079,796.6482901484079,24.0,11.0,t2
22,4,1882.8832870956128,1800.819968412177,21.0,8.0,t2
22,4,1123.559691592262,442.52381552669664,27.0,0.0,t2
22,4,1047.1462518566395,762.1719247316303,23.0,2.0,t2
